	g1_01_R1	g1_01_R2	g1_02_R1	g1_02_R2	g1_03_R1	g1_03_R2	g3_01_R1	g3_01_R2	g3_02_R1	g3_02_R2	g3_03_R1	g3_03_R2
CG32812	0	0	0	0	0	0	0	0	0	0	0	0
CG32813	0	0	0	0	0	0	0	0	0	0	0	0
CG32814	0	0	0	0	0	0	0	0	0	0	0	0
CG32815	0	0	0	0	0	0	0	0	0	0	0	0
CG32816	0	0	0	0	0	0	0	0	0	0	0	0
CG32817	0	0	0	0	0	0	0	0	0	0	0	0
CG32819	0	0	0	0	0	0	0	0	0	0	0	0
CG32820	0	0	0	0	0	0	0	0	0	0	0	0
CG32829	0	0	0	0	0	0	0	0	0	0	0	0
CG32832	0	0	0	0	0	0	0	0	0	0	0	0
CG32833	0	0	0	0	0	0	0	0	0	0	0	0
CG32834	0	0	0	0	0	0	0	0	0	0	0	0
CG32845	0	0	0	0	0	0	0	0	0	0	0	0
CG32846	0	0	0	0	0	0	0	0	0	0	0	0
CG32847	0	0	0	0	0	0	0	0	0	0	0	0
CG3285	0	0	0	0	0	0	0	0	0	0	0	0
CG32850	184.291088345048	190.51422303567	197.015777533177	164.466107155092	174.884975716147	180.170092477156	195.244782090331	171.635717101131	186.182992052633	203.072028359965	138.531277125113	197.731729798214
CG32855	0	0	0	0	0	0	0	0	0	0	0	0
CG32856	0	0	0	0	0	0	0	0	0	0	0	0
CG32857	0	0	0	0	0	0	0	0	0	0	0	0
CG3288	0	0	0	0	0	0	0	0	0	0	0	0
CG32939	0	0	0	0	0	0	0	0	0	0	0	0
CG3294	0	0	0	0	0	0	0	0	0	0	0	0
CG32944	0	0	0	0	0	0	0	0	0	0	0	0
CG32945	0	0	0	0	0	0	0	0	0	0	0	0
CG3295	0	0	0	0	0	0	0	0	0	0	0	0
CG32971	0	0	0	0	0	0	0	0	0	0	0	0
CG32982	0	0	0	0	0	0	0	0	0	0	0	0
CG32983	0	0	0	0	0	0	0	0	0	0	0	0
CG32984	0	0	0	0	0	0	0	0	0	0	0	0
CG32985	0	0	0	0	0	0	0	0	0	0	0	0
CG32986	0	0	0	0	0	0	0	0	0	0	0	0
CG32987	0	0	0	0	0	0	0	0	0	0	0	0
CG32988	0	0	0	0	0	0	0	0	0	0	0	0
CG33003	0	0	0	0	0	0	0	0	0	0	0	0
CG3301	0	0	0	0	0	0	0	0	0	0	0	0
CG33012	0	0	0	0	0	0	0	0	0	0	0	0
CG33017	0	0	0	0	0	0	0	0	0	0	0	0
CG33051	0	0	0	0	0	0	0	0	0	0	0	0
CG33054	0	0	0	0	0	0	0	0	0	0	0	0
CG33056	0	0	0	0	0	0	0	0	0	0	0	0
CG33057	0	0	0	0	0	0	0	0	0	0	0	0
CG3306	0	0	0	0	0	0	0	0	0	0	0	0
CG33060	0	0	0	0	0	0	0	0	0	0	0	0
CG33061	0	0	0	0	0	0	0	0	0	0	0	0
CG33062	0	0	0	0	0	0	0	0	0	0	0	0
CG3308	0	0	0	0	0	0	0	0	0	0	0	0
CG33080	0	0	0	0	0	0	0	0	0	0	0	0
CG33082	0	0	0	0	0	0	0	0	0	0	0	0
CG3309	0	0	0	0	0	0	0	0	0	0	0	0
CG33090	0	0	0	0	0	0	0	0	0	0	0	0
CG33093	0	0	0	0	0	0	0	0	0	0	0	0
CG33095	0	0	0	0	0	0	0	0	0	0	0	0
CG33096	0	0	0	0	0	0	0	0	0	0	0	0
CG33098	0	0	0	0	0	0	0	0	0	0	0	0
CG33099	0	0	0	0	0	0	0	0	0	0	0	0
CG33107	0	0	0	0	0	0	0	0	0	0	0	0
CG33108	0	0	0	0	0	0	0	0	0	0	0	0
CG33109	0	0	0	0	0	0	0	0	0	0	0	0
CG33110	0	0	0	0	0	0	0	0	0	0	0	0
CG33111	0	0	0	0	0	0	0	0	0	0	0	0
CG33116	0	0	0	0	0	0	0	0	0	0	0	0
CG33120	0	0	0	0	0	0	0	0	0	0	0	0
CG33124	0	0	0	0	0	0	0	0	0	0	0	0
CG33125	0	0	0	0	0	0	0	0	0	0	0	0
CG33127	0	0	0	0	0	0	0	0	0	0	0	0
CG33128	0	0	0	0	0	0	0	0	0	0	0	0
CG33129	0	0	0	0	0	0	0	0	0	0	0	0
CG33136	0	0	0	0	0	0	0	0	0	0	0	0
CG33137	0	0	0	0	0	0	0	0	0	0	0	0
CG33140	0	0	0	0	0	0	0	0	0	0	0	0
CG33143	0	0	0	0	0	0	0	0	0	0	0	0
CG33144	0	0	0	0	0	0	0	0	0	0	0	0
CG33155	0	0	0	0	0	0	0	0	0	0	0	0
CG33156	0	0	0	0	0	0	0	0	0	0	0	0
CG33158	0	0	0	0	0	0	0	0	0	0	0	0
CG33159	0	0	0	0	0	0	0	0	0	0	0	0
CG33160	0	0	0	0	0	0	0	0	0	0	0	0
CG33169	0	0	0	0	0	0	0	0	0	0	0	0
CG33170	0	0	0	0	0	0	0	0	0	0	0	0
CG33172	0	0	0	0	0	0	0	0	0	0	0	0
CG33177	0	0	0	0	0	0	0	0	0	0	0	0
CG33178	0	0	0	0	0	0	0	0	0	0	0	0
CG33181	0	0	0	0	0	0	0	0	0	0	0	0
CG33189	0	0	0	0	0	0	0	0	0	0	0	0
CG33191	0	0	0	0	0	0	0	0	0	0	0	0
CG33199	0	0	0	0	0	0	0	0	0	0	0	0
CG33203	0	0	0	0	0	0	0	0	0	0	0	0
CG33213	0	0	0	0	0	0	0	0	0	0	0	0
CG33217	0	0	0	0	0	0	0	0	0	0	0	0
CG33223	0	0	0	0	0	0	0	0	0	0	0	0
CG33225	0	0	0	0	0	0	0	0	0	0	0	0
CG33226	0	0	0	0	0	0	0	0	0	0	0	0
CG33228	0	0	0	0	0	0	0	0	0	0	0	0
CG33229	0	0	0	0	0	0	0	0	0	0	0	0
CG3323	0	0	0	0	0	0	0	0	0	0	0	0
CG33230	0	0	0	0	0	0	0	0	0	0	0	0
CG33233	0	0	0	0	0	0	0	0	0	0	0	0
CG33234	0	0	0	0	0	0	0	0	0	0	0	0
CG33235	0	0	0	0	0	0	0	0	0	0	0	0
CG33252	0	0	0	0	0	0	0	0	0	0	0	0
CG33253	0	0	0	0	0	0	0	0	0	0	0	0
CG33257	0	0	0	0	0	0	0	0	0	0	0	0
CG33258	0	0	0	0	0	0	0	0	0	0	0	0
CG33259	0	0	0	0	0	0	0	0	0	0	0	0
CG33260	0	0	0	0	0	0	0	0	0	0	0	0
CG33262	0	0	0	0	0	0	0	0	0	0	0	0
CG33263	0	0	0	0	0	0	0	0	0	0	0	0
CG33267	0	0	0	0	0	0	0	0	0	0	0	0
CG33268	0	0	0	0	0	0	0	0	0	0	0	0
CG33269	0	0	0	0	0	0	0	0	0	0	0	0
CG33270	0	0	0	0	0	0	0	0	0	0	0	0
CG33271	0	0	0	0	0	0	0	0	0	0	0	0
CG33272	0	0	0	0	0	0	0	0	0	0	0	0
CG33278	0	0	0	0	0	0	0	0	0	0	0	0
CG3328	0	0	0	0	0	0	0	0	0	0	0	0
CG33281	0	0	0	0	0	0	0	0	0	0	0	0
CG33282	0	0	0	0	0	0	0	0	0	0	0	0
CG33284	0	0	0	0	0	0	0	0	0	0	0	0
CG33285	0	0	0	0	0	0	0	0	0	0	0	0
CG33286	0	0	0	0	0	0	0	0	0	0	0	0
CG33287	0	0	0	0	0	0	0	0	0	0	0	0
CG33288	0	0	0	0	0	0	0	0	0	0	0	0
CG33290	0	0	0	0	0	0	0	0	0	0	0	0
CG33293	0	0	0	0	0	0	0	0	0	0	0	0
CG33296	0	0	0	0	0	0	0	0	0	0	0	0
CG33298	0	0	0	0	0	0	0	0	0	0	0	0
CG33299	0	0	0	0	0	0	0	0	0	0	0	0
CG3330	0	0	0	0	0	0	0	0	0	0	0	0
CG33301	0	0	0	0	0	0	0	0	0	0	0	0
CG33303	0	0	0	0	0	0	0	0	0	0	0	0
CG33306	0	0	0	0	0	0	0	0	0	0	0	0
CG33307	0	0	0	0	0	0	0	0	0	0	0	0
CG33308	0	0	0	0	0	0	0	0	0	0	0	0
CG33309	0	0	0	0	0	0	0	0	0	0	0	0
CG33310	0	0	0	0	0	0	0	0	0	0	0	0
CG33322	0	0	0	0	0	0	0	0	0	0	0	0
CG33325	0	0	0	0	0	0	0	0	0	0	0	0
CG33331	0	0	0	0	0	0	0	0	0	0	0	0
CG33332	0	0	0	0	0	0	0	0	0	0	0	0
CG33333	0	0	0	0	0	0	0	0	0	0	0	0
CG33337	0	0	0	0	0	0	0	0	0	0	0	0
CG33339	0	0	0	0	0	0	0	0	0	0	0	0
CG33340	0	0	0	0	0	0	0	0	0	0	0	0
CG33341	0	0	0	0	0	0	0	0	0	0	0	0
CG33342	0	0	0	0	0	0	0	0	0	0	0	0
CG33346	0	0	0	0	0	0	0	0	0	0	0	0
CG3335	0	0	0	0	0	0	0	0	0	0	0	0
CG3337	0	0	0	0	0	0	0	0	0	0	0	0
CG3339	0	0	0	0	0	0	0	0	0	0	0	0
CG3342	0	0	0	0	0	0	0	0	0	0	0	0
CG3345	0	0	0	0	0	0	0	0	0	0	0	0
CG33453	0	0	0	0	0	0	0	0	0	0	0	0
CG33454	0	0	0	0	0	0	0	0	0	0	0	0
CG33458	0	0	0	0	0	0	0	0	0	0	0	0
CG33459	0	0	0	0	0	0	0	0	0	0	0	0
CG33460	0	0	0	0	0	0	0	0	0	0	0	0
CG33461	0	0	0	0	0	0	0	0	0	0	0	0
CG33462	0	0	0	0	0	0	0	0	0	0	0	0
CG33463	0	0	0	0	0	0	0	0	0	0	0	0
CG33465	0	0	0	0	0	0	0	0	0	0	0	0
CG33467	0	0	0	0	0	0	0	0	0	0	0	0
CG33468	0	0	0	0	0	0	0	0	0	0	0	0
CG33469	0	0	0	0	0	0	0	0	0	0	0	0
CG3347	0	0	0	0	0	0	0	0	0	0	0	0
CG33470	0	0	0	0	0	0	0	0	0	0	0	0
CG33474	0	0	0	0	0	0	0	0	0	0	0	0
CG33475	0	0	0	0	0	0	0	0	0	0	0	0
CG33476	0	0	0	0	0	0	0	0	0	0	0	0
CG33477	0	0	0	0	0	0	0	0	0	0	0	0
CG3348	0	0	0	0	0	0	0	0	0	0	0	0
CG33483	0	0	0	0	0	0	0	0	0	0	0	0
CG33489	0	0	0	0	0	0	0	0	0	0	0	0
CG3349	0	0	0	0	0	0	0	0	0	0	0	0
CG33490	0	0	0	0	0	0	0	0	0	0	0	0
CG33493	0	0	0	0	0	0	0	0	0	0	0	0
CG33494	0	0	0	0	0	0	0	0	0	0	0	0
CG33500	0	0	0	0	0	0	0	0	0	0	0	0
CG33502	0	0	0	0	0	0	0	0	0	0	0	0
CG33506	0	0	0	0	0	0	0	0	0	0	0	0
CG33509	0	0	0	0	0	0	0	0	0	0	0	0
CG33510	0	0	0	0	0	0	0	0	0	0	0	0
CG33511	0	0	0	0	0	0	0	0	0	0	0	0
CG33514	0	0	0	0	0	0	0	0	0	0	0	0
CG33521	148.021033723948	178.668779116354	209.695010740757	217.675730058209	254.097582364048	210.524836318416	113.811028756173	119.191470209119	153.519309236382	155.796000593624	96.3695840870351	104.330812205088
CG33523	0	0	0	0	0	0	0	0	0	0	0	0
CG33543	0	0	0	0	0	0	0	0	0	0	0	0
CG3355	0	0	0	0	0	0	0	0	0	0	0	0
CG33552	0	0	0	0	0	0	0	0	0	0	0	0
CG33557	0	0	0	0	0	0	0	0	0	0	0	0
CG3356	0	0	0	0	0	0	0	0	0	0	0	0
CG3358	0	0	0	0	0	0	0	0	0	0	0	0
CG33626	0	0	0	0	0	0	0	0	0	0	0	0
CG33627	0	0	0	0	0	0	0	0	0	0	0	0
CG33630	0	0	0	0	0	0	0	0	0	0	0	0
CG33631	0	0	0	0	0	0	0	0	0	0	0	0
CG33632	0	0	0	0	0	0	0	0	0	0	0	0
CG33635	0	0	0	0	0	0	0	0	0	0	0	0
CG33639	0	0	0	0	0	0	0	0	0	0	0	0
CG33640	0	0	0	0	0	0	0	0	0	0	0	0
CG33641	0	0	0	0	0	0	0	0	0	0	0	0
CG33642	0	0	0	0	0	0	0	0	0	0	0	0
CG33643	0	0	0	0	0	0	0	0	0	0	0	0
CG33644	0	0	0	0	0	0	0	0	0	0	0	0
CG33645	0	0	0	0	0	0	0	0	0	0	0	0
CG33647	0	0	0	0	0	0	0	0	0	0	0	0
CG33648	0	0	0	0	0	0	0	0	0	0	0	0
CG33654	0	0	0	0	0	0	0	0	0	0	0	0
CG33655	0	0	0	0	0	0	0	0	0	0	0	0
CG33658	0	0	0	0	0	0	0	0	0	0	0	0
CG33664	0	0	0	0	0	0	0	0	0	0	0	0
CG33665	0	0	0	0	0	0	0	0	0	0	0	0
CG33666	0	0	0	0	0	0	0	0	0	0	0	0
CG33667	0	0	0	0	0	0	0	0	0	0	0	0
CG33668	0	0	0	0	0	0	0	0	0	0	0	0
CG33669	0	0	0	0	0	0	0	0	0	0	0	0
CG33671	0	0	0	0	0	0	0	0	0	0	0	0
CG33672	0	0	0	0	0	0	0	0	0	0	0	0
CG33673	0	0	0	0	0	0	0	0	0	0	0	0
CG33679	0	0	0	0	0	0	0	0	0	0	0	0
CG3368	0	0	0	0	0	0	0	0	0	0	0	0
CG33680	0	0	0	0	0	0	0	0	0	0	0	0
CG33687	0	0	0	0	0	0	0	0	0	0	0	0
CG33688	0	0	0	0	0	0	0	0	0	0	0	0
CG33689	0	0	0	0	0	0	0	0	0	0	0	0
CG33690	0	0	0	0	0	0	0	0	0	0	0	0
CG33695	0	0	0	0	0	0	0	0	0	0	0	0
CG33700	0	0	0	0	0	0	0	0	0	0	0	0
CG33702	0	0	0	0	0	0	0	0	0	0	0	0
CG33703	0	0	0	0	0	0	0	0	0	0	0	0
CG33704	0	0	0	0	0	0	0	0	0	0	0	0
CG33710	0	0	0	0	0	0	0	0	0	0	0	0
CG33721	0	0	0	0	0	0	0	0	0	0	0	0
CG33722	0	0	0	0	0	0	0	0	0	0	0	0
CG33723	0	0	0	0	0	0	0	0	0	0	0	0
CG33725	0	0	0	0	0	0	0	0	0	0	0	0
CG33752	0	0	0	0	0	0	0	0	0	0	0	0
CG33757	0	0	0	0	0	0	0	0	0	0	0	0
CG33758	0	0	0	0	0	0	0	0	0	0	0	0
CG3376	0	0	0	0	0	0	0	0	0	0	0	0
CG33764	0	0	0	0	0	0	0	0	0	0	0	0
CG33766	0	0	0	0	0	0	0	0	0	0	0	0
CG33767	0	0	0	0	0	0	0	0	0	0	0	0
CG33768	0	0	0	0	0	0	0	0	0	0	0	0
CG33769	0	0	0	0	0	0	0	0	0	0	0	0
CG33770	0	0	0	0	0	0	0	0	0	0	0	0
CG33771	0	0	0	0	0	0	0	0	0	0	0	0
CG33772	0	0	0	0	0	0	0	0	0	0	0	0
CG33773	0	0	0	0	0	0	0	0	0	0	0	0
CG33774	0	0	0	0	0	0	0	0	0	0	0	0
CG33775	0	0	0	0	0	0	0	0	0	0	0	0
CG33777	0	0	0	0	0	0	0	0	0	0	0	0
CG33783	0	0	0	0	0	0	0	0	0	0	0	0
CG33784	0	0	0	0	0	0	0	0	0	0	0	0
CG33785	0	0	0	0	0	0	0	0	0	0	0	0
CG33786	0	0	0	0	0	0	0	0	0	0	0	0
CG33791	0	0	0	0	0	0	0	0	0	0	0	0
CG33792	0	0	0	0	0	0	0	0	0	0	0	0
CG33795	0	0	0	0	0	0	0	0	0	0	0	0
CG33796	0	0	0	0	0	0	0	0	0	0	0	0
CG33798	0	0	0	0	0	0	0	0	0	0	0	0
CG3386	0	0	0	0	0	0	0	0	0	0	0	0
CG33912	0	0	0	0	0	0	0	0	0	0	0	0
CG33914	0	0	0	0	0	0	0	0	0	0	0	0
CG33919	0	0	0	0	0	0	0	0	0	0	0	0
CG33920	0	0	0	0	0	0	0	0	0	0	0	0
CG33922	0	0	0	0	0	0	0	0	0	0	0	0
CG33923	0	0	0	0	0	0	0	0	0	0	0	0
CG33926	0	0	0	0	0	0	0	0	0	0	0	0
CG33927	0	0	0	0	0	0	0	0	0	0	0	0
CG33928	0	0	0	0	0	0	0	0	0	0	0	0
CG33932	0	0	0	0	0	0	0	0	0	0	0	0
CG33934	0	0	0	0	0	0	0	0	0	0	0	0
CG33939	0	0	0	0	0	0	0	0	0	0	0	0
CG33941	28.4278806489702	37.5105724111683	27.3091176778661	25.1536399178375	30.8620545381435	20.5628909892406	25.5093685143146	27.6524210885156	19.5982096897509	34.3825656482481	16.0615973478392	21.8597892239231
CG33946	0	0	0	0	0	0	0	0	0	0	0	0
CG33947	0	0	0	0	0	0	0	0	0	0	0	0
CG33958	0	0	0	0	0	0	0	0	0	0	0	0
CG33964	0	0	0	0	0	0	0	0	0	0	0	0
CG33965	0	0	0	0	0	0	0	0	0	0	0	0
CG33966	0	0	0	0	0	0	0	0	0	0	0	0
CG33969	0	0	0	0	0	0	0	0	0	0	0	0
CG3397	0	0	0	0	0	0	0	0	0	0	0	0
CG33970	0	0	0	0	0	0	0	0	0	0	0	0
CG33977	0	0	0	0	0	0	0	0	0	0	0	0
CG33978	533.26783010482	589.310834985986	539.355074137855	524.356647517998	548.315835627683	539.531092146266	606.338066994094	531.117191251834	688.114917995698	648.970926610682	502.928766954215	480.915362926308
CG33981	0	0	0	0	0	0	0	0	0	0	0	0
CG33985	0	0	0	0	0	0	0	0	0	0	0	0
CG33986	0	0	0	0	0	0	0	0	0	0	0	0
CG33993	0	0	0	0	0	0	0	0	0	0	0	0
CG33995	0	0	0	0	0	0	0	0	0	0	0	0
CG33998	0	0	0	0	0	0	0	0	0	0	0	0
CG34001	0	0	0	0	0	0	0	0	0	0	0	0
CG34002	0	0	0	0	0	0	0	0	0	0	0	0
CG34005	0	0	0	0	0	0	0	0	0	0	0	0
CG34007	0	0	0	0	0	0	0	0	0	0	0	0
CG34008	0	0	0	0	0	0	0	0	0	0	0	0
CG34011	0	0	0	0	0	0	0	0	0	0	0	0
CG34012	0	0	0	0	0	0	0	0	0	0	0	0
CG34015	0	0	0	0	0	0	0	0	0	0	0	0
CG3402	0	0	0	0	0	0	0	0	0	0	0	0
CG34021	0	0	0	0	0	0	0	0	0	0	0	0
CG34025	0	0	0	0	0	0	0	0	0	0	0	0
CG34026	0	0	0	0	0	0	0	0	0	0	0	0
CG34027	0	0	0	0	0	0	0	0	0	0	0	0
CG34028	0	0	0	0	0	0	0	0	0	0	0	0
CG34029	0	0	0	0	0	0	0	0	0	0	0	0
CG34030	0	0	0	0	0	0	0	0	0	0	0	0
CG34031	0	0	0	0	0	0	0	0	0	0	0	0
CG34033	0	0	0	0	0	0	0	0	0	0	0	0
CG34034	0	0	0	0	0	0	0	0	0	0	0	0
CG34038	0	0	0	0	0	0	0	0	0	0	0	0
CG34039	0	0	0	0	0	0	0	0	0	0	0	0
CG34040	0	0	0	0	0	0	0	0	0	0	0	0
CG34041	0	0	0	0	0	0	0	0	0	0	0	0
CG34043	0	0	0	0	0	0	0	0	0	0	0	0
CG34045	0	0	0	0	0	0	0	0	0	0	0	0
CG34049	0	0	0	0	0	0	0	0	0	0	0	0
CG34051	0	0	0	0	0	0	0	0	0	0	0	0
CG34054	0	0	0	0	0	0	0	0	0	0	0	0
CG34056	0	0	0	0	0	0	0	0	0	0	0	0
CG34057	0	0	0	0	0	0	0	0	0	0	0	0
CG3407	0	0	0	0	0	0	0	0	0	0	0	0
CG3408	0	0	0	0	0	0	0	0	0	0	0	0
CG34105	0	0	0	0	0	0	0	0	0	0	0	0
CG34106	0	0	0	0	0	0	0	0	0	0	0	0
CG34107	0	0	0	0	0	0	0	0	0	0	0	0
CG34109	0	0	0	0	0	0	0	0	0	0	0	0
CG34112	0	0	0	0	0	0	0	0	0	0	0	0
CG34115	0	0	0	0	0	0	0	0	0	0	0	0
CG34116	0	0	0	0	0	0	0	0	0	0	0	0
CG34117	0	0	0	0	0	0	0	0	0	0	0	0
CG34120	0	0	0	0	0	0	0	0	0	0	0	0
CG34124	0	0	0	0	0	0	0	0	0	0	0	0
CG34125	0	0	0	0	0	0	0	0	0	0	0	0
CG34126	0	0	0	0	0	0	0	0	0	0	0	0
CG34129	0	0	0	0	0	0	0	0	0	0	0	0
CG34130	0	0	0	0	0	0	0	0	0	0	0	0
CG34132	0	0	0	0	0	0	0	0	0	0	0	0
CG34133	0	0	0	0	0	0	0	0	0	0	0	0
CG34134	0	0	0	0	0	0	0	0	0	0	0	0
CG34135	0	0	0	0	0	0	0	0	0	0	0	0
CG34136	0	0	0	0	0	0	0	0	0	0	0	0
CG34138	0	0	0	0	0	0	0	0	0	0	0	0
CG34140	0	0	0	0	0	0	0	0	0	0	0	0
CG34141	0	0	0	0	0	0	0	0	0	0	0	0
CG34148	0	0	0	0	0	0	0	0	0	0	0	0
CG34149	0	0	0	0	0	0	0	0	0	0	0	0
CG34150	0	0	0	0	0	0	0	0	0	0	0	0
CG34155	0	0	0	0	0	0	0	0	0	0	0	0
CG34159	0	0	0	0	0	0	0	0	0	0	0	0
CG34160	0	0	0	0	0	0	0	0	0	0	0	0
CG34161	0	0	0	0	0	0	0	0	0	0	0	0
CG34162	0	0	0	0	0	0	0	0	0	0	0	0
CG34163	0	0	0	0	0	0	0	0	0	0	0	0
CG34164	0	0	0	0	0	0	0	0	0	0	0	0
CG34165	0	0	0	0	0	0	0	0	0	0	0	0
CG34166	0	0	0	0	0	0	0	0	0	0	0	0
CG34167	0	0	0	0	0	0	0	0	0	0	0	0
CG34168	0	0	0	0	0	0	0	0	0	0	0	0
CG34169	0	0	0	0	0	0	0	0	0	0	0	0
CG34170	0	0	0	0	0	0	0	0	0	0	0	0
CG34171	0	0	0	0	0	0	0	0	0	0	0	0
CG34172	0	0	0	0	0	0	0	0	0	0	0	0
CG34173	0	0	0	0	0	0	0	0	0	0	0	0
CG34174	0	0	0	0	0	0	0	0	0	0	0	0
CG34175	0	0	0	0	0	0	0	0	0	0	0	0
CG34176	0	0	0	0	0	0	0	0	0	0	0	0
CG34177	0	0	0	0	0	0	0	0	0	0	0	0
CG34178	0	0	0	0	0	0	0	0	0	0	0	0
CG34179	0	0	0	0	0	0	0	0	0	0	0	0
CG34180	0	0	0	0	0	0	0	0	0	0	0	0
CG34181	0	0	0	0	0	0	0	0	0	0	0	0
CG34183	0	0	0	0	0	0	0	0	0	0	0	0
CG34184	0	0	0	0	0	0	0	0	0	0	0	0
CG34185	0	0	0	0	0	0	0	0	0	0	0	0
CG34188	0	0	0	0	0	0	0	0	0	0	0	0
CG34189	0	0	0	0	0	0	0	0	0	0	0	0
CG34190	0	0	0	0	0	0	0	0	0	0	0	0
CG34193	0	0	0	0	0	0	0	0	0	0	0	0
CG34194	0	0	0	0	0	0	0	0	0	0	0	0
CG34195	0	0	0	0	0	0	0	0	0	0	0	0
CG34196	0	0	0	0	0	0	0	0	0	0	0	0
CG34198	0	0	0	0	0	0	0	0	0	0	0	0
CG34199	0	0	0	0	0	0	0	0	0	0	0	0
CG3420	0	0	0	0	0	0	0	0	0	0	0	0
CG34200	0	0	0	0	0	0	0	0	0	0	0	0
CG34201	0	0	0	0	0	0	0	0	0	0	0	0
CG34202	0	0	0	0	0	0	0	0	0	0	0	0
CG34203	0	0	0	0	0	0	0	0	0	0	0	0
CG34204	0	0	0	0	0	0	0	0	0	0	0	0
CG34205	0	0	0	0	0	0	0	0	0	0	0	0
CG34206	0	0	0	0	0	0	0	0	0	0	0	0
CG34207	0	0	0	0	0	0	0	0	0	0	0	0
CG34208	0	0	0	0	0	0	0	0	0	0	0	0
CG34210	0	0	0	0	0	0	0	0	0	0	0	0
CG34211	0	0	0	0	0	0	0	0	0	0	0	0
CG34212	0	0	0	0	0	0	0	0	0	0	0	0
CG34213	0	0	0	0	0	0	0	0	0	0	0	0
CG34214	0	0	0	0	0	0	0	0	0	0	0	0
CG34215	0	0	0	0	0	0	0	0	0	0	0	0
CG34216	0	0	0	0	0	0	0	0	0	0	0	0
CG34217	0	0	0	0	0	0	0	0	0	0	0	0
CG34219	0	0	0	0	0	0	0	0	0	0	0	0
CG34220	0	0	0	0	0	0	0	0	0	0	0	0
CG34221	0	0	0	0	0	0	0	0	0	0	0	0
CG34222	0	0	0	0	0	0	0	0	0	0	0	0
CG34223	0	0	0	0	0	0	0	0	0	0	0	0
CG34224	0	0	0	0	0	0	0	0	0	0	0	0
CG34225	0	0	0	0	0	0	0	0	0	0	0	0
CG34227	0	0	0	0	0	0	0	0	0	0	0	0
CG34228	0	0	0	0	0	0	0	0	0	0	0	0
CG34229	0	0	0	0	0	0	0	0	0	0	0	0
CG34230	0	0	0	0	0	0	0	0	0	0	0	0
CG34231	0	0	0	0	0	0	0	0	0	0	0	0
CG34232	0	0	0	0	0	0	0	0	0	0	0	0
CG34234	0	0	0	0	0	0	0	0	0	0	0	0
CG34235	0	0	0	0	0	0	0	0	0	0	0	0
CG34236	0	0	0	0	0	0	0	0	0	0	0	0
CG34238	0	0	0	0	0	0	0	0	0	0	0	0
CG34241	0	0	0	0	0	0	0	0	0	0	0	0
CG34242	0	0	0	0	0	0	0	0	0	0	0	0
CG34244	0	0	0	0	0	0	0	0	0	0	0	0
CG34245	0	0	0	0	0	0	0	0	0	0	0	0
CG34247	0	0	0	0	0	0	0	0	0	0	0	0
CG34248	0	0	0	0	0	0	0	0	0	0	0	0
CG34250	0	0	0	0	0	0	0	0	0	0	0	0
CG34251	0	0	0	0	0	0	0	0	0	0	0	0
CG34253	0	0	0	0	0	0	0	0	0	0	0	0
CG34254	0	0	0	0	0	0	0	0	0	0	0	0
CG34256	0	0	0	0	0	0	0	0	0	0	0	0
CG34258	0	0	0	0	0	0	0	0	0	0	0	0
CG34259	0	0	0	0	0	0	0	0	0	0	0	0
CG34260	0	0	0	0	0	0	0	0	0	0	0	0
CG34261	0	0	0	0	0	0	0	0	0	0	0	0
CG34263	0	0	0	0	0	0	0	0	0	0	0	0
CG34265	0	0	0	0	0	0	0	0	0	0	0	0
CG34266	0	0	0	0	0	0	0	0	0	0	0	0
CG34267	0	0	0	0	0	0	0	0	0	0	0	0
CG34268	0	0	0	0	0	0	0	0	0	0	0	0
CG34269	0	0	0	0	0	0	0	0	0	0	0	0
CG34273	0	0	0	0	0	0	0	0	0	0	0	0
CG34274	0	0	0	0	0	0	0	0	0	0	0	0
CG34276	0	0	0	0	0	0	0	0	0	0	0	0
CG34277	0	0	0	0	0	0	0	0	0	0	0	0
CG34278	0	0	0	0	0	0	0	0	0	0	0	0
CG34279	0	0	0	0	0	0	0	0	0	0	0	0
CG34280	0	0	0	0	0	0	0	0	0	0	0	0
CG34281	0	0	0	0	0	0	0	0	0	0	0	0
CG34282	0	0	0	0	0	0	0	0	0	0	0	0
CG34283	0	0	0	0	0	0	0	0	0	0	0	0
CG34284	0	0	0	0	0	0	0	0	0	0	0	0
CG34286	0	0	0	0	0	0	0	0	0	0	0	0
CG34287	0	0	0	0	0	0	0	0	0	0	0	0
CG34288	0	0	0	0	0	0	0	0	0	0	0	0
CG34289	0	0	0	0	0	0	0	0	0	0	0	0
CG34290	0	0	0	0	0	0	0	0	0	0	0	0
CG34291	0	0	0	0	0	0	0	0	0	0	0	0
CG34292	0	0	0	0	0	0	0	0	0	0	0	0
CG34293	0	0	0	0	0	0	0	0	0	0	0	0
CG34295	0	0	0	0	0	0	0	0	0	0	0	0
CG34296	0	0	0	0	0	0	0	0	0	0	0	0
CG34297	0	0	0	0	0	0	0	0	0	0	0	0
CG34298	0	0	0	0	0	0	0	0	0	0	0	0
CG34299	0	0	0	0	0	0	0	0	0	0	0	0
CG3430	0	0	0	0	0	0	0	0	0	0	0	0
CG34300	0	0	0	0	0	0	0	0	0	0	0	0
CG34301	0	0	0	0	0	0	0	0	0	0	0	0
CG34302	0	0	0	0	0	0	0	0	0	0	0	0
CG34303	0	0	0	0	0	0	0	0	0	0	0	0
